cycle,state,state_name,district,election_date,redistricting_era,cook_pvi,competitive,dem_name,rep_name,dem_incumbent,rep_incumbent,dem_previous_vote_share,rep_previous_vote_share,dem_fundraising_usd,rep_fundraising_usd,dem_vote_share,rep_vote_share,turnout,winner_party,partisan_lean,incumbency_advantage,economic_index,national_swing,demographic_turnout_index,historical_turnout_rate,registered_voters,pollster,poll_sample_size,poll_population,poll_sponsor_class,poll_methodology,dem_poll_pct,rep_poll_pct,race_id,dem_option_id,rep_option_id,incumbent_party,previous_dem_share,previous_rep_share,polling_dem_share_base
2018,CA,California,CA-02,2018-11-06,2012_2020,36.85,False,DEM nominee CA-02 2018,REP nominee CA-02 2018,True,False,0.8947,0.1053,202102,423240,0.92,0.08,324590,DEM,36.85,4.0,0.1,9.5,0.5356,0.55,570795,District Panel Polling,400,lv,nonpartisan,mixed,92.0,8.0,US-HOUSE-CA-02-2018,US-HOUSE-CA-02-2018-D,US-HOUSE-CA-02-2018-R,DEM,0.8947,0.1053,0.92
2018,CA,California,CA-03,2018-11-06,2012_2020,11.82,False,DEM nominee CA-03 2018,REP nominee CA-03 2018,True,False,0.6587,0.3413,250100,414943,0.744,0.256,267780,DEM,11.82,4.0,0.1,9.5,-0.1358,0.55,539278,District Panel Polling,400,lv,nonpartisan,mixed,75.55,24.45,US-HOUSE-CA-03-2018,US-HOUSE-CA-03-2018-D,US-HOUSE-CA-03-2018-R,DEM,0.6587,0.3413,0.7555
2018,CA,California,CA-04,2018-11-06,2012_2020,1.31,False,DEM nominee CA-04 2018,REP nominee CA-04 2018,True,False,0.5352,0.4648,177011,661279,0.6161,0.3839,329570,DEM,1.31,4.0,0.1,9.5,0.0994,0.55,609141,District Panel Polling,400,lv,nonpartisan,mixed,64.36,35.64,US-HOUSE-CA-04-2018,US-HOUSE-CA-04-2018-D,US-HOUSE-CA-04-2018-R,DEM,0.5352,0.4648,0.6436
2018,CA,California,CA-05,2018-11-06,2012_2020,9.66,False,DEM nominee CA-05 2018,REP nominee CA-05 2018,True,False,0.6394,0.3606,726825,474906,0.6864,0.3136,259272,DEM,9.66,4.0,0.1,9.5,-0.2447,0.55,522983,District Panel Polling,400,lv,nonpartisan,mixed,71.68,28.32,US-HOUSE-CA-05-2018,US-HOUSE-CA-05-2018-D,US-HOUSE-CA-05-2018-R,DEM,0.6394,0.3606,0.7168
2018,CA,California,CA-06,2018-11-06,2012_2020,19.07,False,DEM nominee CA-06 2018,REP nominee CA-06 2018,True,False,0.7358,0.2642,560812,636411,0.8176,0.1824,282183,DEM,19.07,4.0,0.1,9.5,1.1561,0.55,471694,District Panel Polling,400,lv,nonpartisan,mixed,82.73,17.27,US-HOUSE-CA-06-2018,US-HOUSE-CA-06-2018-D,US-HOUSE-CA-06-2018-R,DEM,0.7358,0.2642,0.8273
2018,CA,California,CA-07,2018-11-06,2012_2020,-4.66,True,DEM nominee CA-07 2018,REP nominee CA-07 2018,False,True,0.384,0.616,1662124,1123986,0.4853,0.5147,262439,REP,-4.66,4.0,0.1,9.5,0.5322,0.55,509860,District Panel Polling,600,lv,nonpartisan,mixed,46.82,53.18,US-HOUSE-CA-07-2018,US-HOUSE-CA-07-2018-D,US-HOUSE-CA-07-2018-R,REP,0.384,0.616,0.4682
2018,CA,California,CA-08,2018-11-06,2012_2020,4.29,False,DEM nominee CA-08 2018,REP nominee CA-08 2018,True,False,0.6042,0.3958,277276,350773,0.6508,0.3492,297162,DEM,4.29,4.0,0.1,9.5,0.0435,0.55,500490,District Panel Polling,400,lv,nonpartisan,mixed,66.61,33.39,US-HOUSE-CA-08-2018,US-HOUSE-CA-08-2018-D,US-HOUSE-CA-08-2018-R,DEM,0.6042,0.3958,0.6661
2018,CA,California,CA-09,2018-11-06,2012_2020,39.97,False,DEM nominee CA-09 2018,REP nominee CA-09 2018,True,False,0.92,0.08,443858,243964,0.92,0.08,343944,DEM,39.97,4.0,0.1,9.5,-0.8814,0.55,588632,District Panel Polling,400,lv,nonpartisan,mixed,92.0,8.0,US-HOUSE-CA-09-2018,US-HOUSE-CA-09-2018-D,US-HOUSE-CA-09-2018-R,DEM,0.92,0.08,0.92
2018,CA,California,CA-10,2018-11-06,2012_2020,-3.12,False,DEM nominee CA-10 2018,REP nominee CA-10 2018,True,False,0.4286,0.5714,204446,205751,0.5796,0.4204,303969,DEM,-3.12,4.0,0.1,9.5,-0.649,0.55,602307,District Panel Polling,400,lv,nonpartisan,mixed,57.63,42.37,US-HOUSE-CA-10-2018,US-HOUSE-CA-10-2018-D,US-HOUSE-CA-10-2018-R,DEM,0.4286,0.5714,0.5763
2018,CA,California,CA-11,2018-11-06,2012_2020,40.94,False,DEM nominee CA-11 2018,REP nominee CA-11 2018,True,False,0.92,0.08,359153,319109,0.92,0.08,309458,DEM,40.94,4.0,0.1,9.5,1.8151,0.55,511735,District Panel Polling,400,lv,nonpartisan,mixed,91.83,8.17,US-HOUSE-CA-11-2018,US-HOUSE-CA-11-2018-D,US-HOUSE-CA-11-2018-R,DEM,0.92,0.08,0.9183
2018,CA,California,CA-12,2018-11-06,2012_2020,9.3,False,DEM nominee CA-12 2018,REP nominee CA-12 2018,True,False,0.611,0.389,423609,225541,0.7046,0.2954,349407,DEM,9.3,4.0,0.1,9.5,-0.0031,0.55,597924,District Panel Polling,400,lv,nonpartisan,mixed,68.41,31.59,US-HOUSE-CA-12-2018,US-HOUSE-CA-12-2018-D,US-HOUSE-CA-12-2018-R,DEM,0.611,0.389,0.6841
2018,CA,California,CA-13,2018-11-06,2012_2020,2.45,True,DEM nominee CA-13 2018,REP nominee CA-13 2018,False,True,0.5853,0.4147,1066065,2680808,0.5598,0.4402,297229,DEM,2.45,4.0,0.1,9.5,0.5469,0.55,581141,District Panel Polling,600,lv,nonpartisan,mixed,57.97,42.03,US-HOUSE-CA-13-2018,US-HOUSE-CA-13-2018-D,US-HOUSE-CA-13-2018-R,REP,0.5853,0.4147,0.5797
2018,CA,California,CA-14,2018-11-06,2012_2020,14.67,False,DEM nominee CA-14 2018,REP nominee CA-14 2018,True,False,0.6959,0.3041,313006,476734,0.7672,0.2328,285727,DEM,14.67,4.0,0.1,9.5,0.9798,0.55,538806,District Panel Polling,400,lv,nonpartisan,mixed,76.34,23.66,US-HOUSE-CA-14-2018,US-HOUSE-CA-14-2018-D,US-HOUSE-CA-14-2018-R,DEM,0.6959,0.3041,0.7634
2018,CA,California,CA-15,2018-11-06,2012_2020,41.27,False,DEM nominee CA-15 2018,REP nominee CA-15 2018,True,False,0.92,0.08,157184,742144,0.92,0.08,301631,DEM,41.27,4.0,0.1,9.5,-1.456,0.55,550116,District Panel Polling,400,lv,nonpartisan,mixed,90.56,9.44,US-HOUSE-CA-15-2018,US-HOUSE-CA-15-2018-D,US-HOUSE-CA-15-2018-R,DEM,0.92,0.08,0.9056
2018,CA,California,CA-16,2018-11-06,2012_2020,30.24,False,DEM nominee CA-16 2018,REP nominee CA-16 2018,True,False,0.8183,0.1817,172605,671733,0.92,0.08,340772,DEM,30.24,4.0,0.1,9.5,-1.2358,0.55,565209,District Panel Polling,400,lv,nonpartisan,mixed,92.0,8.0,US-HOUSE-CA-16-2018,US-HOUSE-CA-16-2018-D,US-HOUSE-CA-16-2018-R,DEM,0.8183,0.1817,0.92
2018,CA,California,CA-17,2018-11-06,2012_2020,0.61,False,DEM nominee CA-17 2018,REP nominee CA-17 2018,True,False,0.5321,0.4679,436844,470833,0.63,0.37,322594,DEM,0.61,4.0,0.1,9.5,0.6503,0.55,601379,District Panel Polling,400,lv,nonpartisan,mixed,62.4,37.6,US-HOUSE-CA-17-2018,US-HOUSE-CA-17-2018-D,US-HOUSE-CA-17-2018-R,DEM,0.5321,0.4679,0.624
2018,CA,California,CA-18,2018-11-06,2012_2020,24.1,False,DEM nominee CA-18 2018,REP nominee CA-18 2018,True,False,0.7492,0.2508,568186,422381,0.8747,0.1253,288122,DEM,24.1,4.0,0.1,9.5,0.5312,0.55,504493,District Panel Polling,400,lv,nonpartisan,mixed,89.8,10.2,US-HOUSE-CA-18-2018,US-HOUSE-CA-18-2018-D,US-HOUSE-CA-18-2018-R,DEM,0.7492,0.2508,0.898
2018,CA,California,CA-19,2018-11-06,2012_2020,5.29,False,DEM nominee CA-19 2018,REP nominee CA-19 2018,True,False,0.6116,0.3884,204050,450307,0.6848,0.3152,282612,DEM,5.29,4.0,0.1,9.5,1.4182,0.55,510672,District Panel Polling,400,lv,nonpartisan,mixed,71.64,28.36,US-HOUSE-CA-19-2018,US-HOUSE-CA-19-2018-D,US-HOUSE-CA-19-2018-R,DEM,0.6116,0.3884,0.7164
2018,CA,California,CA-20,2018-11-06,2012_2020,30.38,False,DEM nominee CA-20 2018,REP nominee CA-20 2018,True,False,0.8351,0.1649,416762,331298,0.92,0.08,247347,DEM,30.38,4.0,0.1,9.5,0.104,0.55,468851,District Panel Polling,400,lv,nonpartisan,mixed,92.0,8.0,US-HOUSE-CA-20-2018,US-HOUSE-CA-20-2018-D,US-HOUSE-CA-20-2018-R,DEM,0.8351,0.1649,0.92
2018,CA,California,CA-21,2018-11-06,2012_2020,11.5,False,DEM nominee CA-21 2018,REP nominee CA-21 2018,True,False,0.6498,0.3502,210311,446565,0.7044,0.2956,341048,DEM,11.5,4.0,0.1,9.5,-1.9267,0.55,593512,District Panel Polling,400,lv,nonpartisan,mixed,67.9,32.1,US-HOUSE-CA-21-2018,US-HOUSE-CA-21-2018-D,US-HOUSE-CA-21-2018-R,DEM,0.6498,0.3502,0.679
2018,CA,California,CA-22,2018-11-06,2012_2020,50.9,False,DEM nominee CA-22 2018,REP nominee CA-22 2018,True,False,0.92,0.08,199169,182082,0.92,0.08,237093,DEM,50.9,4.0,0.1,9.5,0.1787,0.55,473358,District Panel Polling,400,lv,nonpartisan,mixed,92.0,8.0,US-HOUSE-CA-22-2018,US-HOUSE-CA-22-2018-D,US-HOUSE-CA-22-2018-R,DEM,0.92,0.08,0.92
2018,CA,California,CA-23,2018-11-06,2012_2020,31.38,False,DEM nominee CA-23 2018,REP nominee CA-23 2018,True,False,0.8537,0.1463,170558,584309,0.92,0.08,233920,DEM,31.38,4.0,0.1,9.5,1.5779,0.55,468583,District Panel Polling,400,lv,nonpartisan,mixed,91.4,8.6,US-HOUSE-CA-23-2018,US-HOUSE-CA-23-2018-D,US-HOUSE-CA-23-2018-R,DEM,0.8537,0.1463,0.914
2018,CA,California,CA-24,2018-11-06,2012_2020,41.52,False,DEM nominee CA-24 2018,REP nominee CA-24 2018,True,False,0.92,0.08,558696,657743,0.92,0.08,352254,DEM,41.52,4.0,0.1,9.5,0.0917,0.55,624177,District Panel Polling,400,lv,nonpartisan,mixed,88.88,11.12,US-HOUSE-CA-24-2018,US-HOUSE-CA-24-2018-D,US-HOUSE-CA-24-2018-R,DEM,0.92,0.08,0.8888
2018,CA,California,CA-25,2018-11-06,2012_2020,35.73,False,DEM nominee CA-25 2018,REP nominee CA-25 2018,True,False,0.8852,0.1148,728067,666820,0.92,0.08,288679,DEM,35.73,4.0,0.1,9.5,1.1335,0.55,524961,District Panel Polling,400,lv,nonpartisan,mixed,91.2,8.8,US-HOUSE-CA-25-2018,US-HOUSE-CA-25-2018-D,US-HOUSE-CA-25-2018-R,DEM,0.8852,0.1148,0.912
2018,CA,California,CA-26,2018-11-06,2012_2020,24.1,False,DEM nominee CA-26 2018,REP nominee CA-26 2018,True,False,0.7706,0.2294,663159,183336,0.895,0.105,279476,DEM,24.1,4.0,0.1,9.5,-1.5602,0.55,468081,District Panel Polling,400,lv,nonpartisan,mixed,88.17,11.83,US-HOUSE-CA-26-2018,US-HOUSE-CA-26-2018-D,US-HOUSE-CA-26-2018-R,DEM,0.7706,0.2294,0.8817
2018,CA,California,CA-27,2018-11-06,2012_2020,18.27,False,DEM nominee CA-27 2018,REP nominee CA-27 2018,True,False,0.6988,0.3012,290112,303325,0.8147,0.1853,315308,DEM,18.27,4.0,0.1,9.5,1.6791,0.55,571562,District Panel Polling,400,lv,nonpartisan,mixed,78.45,21.55,US-HOUSE-CA-27-2018,US-HOUSE-CA-27-2018-D,US-HOUSE-CA-27-2018-R,DEM,0.6988,0.3012,0.7845
2018,CA,California,CA-28,2018-11-06,2012_2020,2.97,False,DEM nominee CA-28 2018,REP nominee CA-28 2018,True,False,0.5839,0.4161,474522,213769,0.6603,0.3397,355399,DEM,2.97,4.0,0.1,9.5,-1.5777,0.55,625192,District Panel Polling,400,lv,nonpartisan,mixed,64.23,35.77,US-HOUSE-CA-28-2018,US-HOUSE-CA-28-2018-D,US-HOUSE-CA-28-2018-R,DEM,0.5839,0.4161,0.6423
2018,CA,California,CA-29,2018-11-06,2012_2020,40.95,False,DEM nominee CA-29 2018,REP nominee CA-29 2018,True,False,0.9191,0.0809,236725,668736,0.92,0.08,317417,DEM,40.95,4.0,0.1,9.5,0.3943,0.55,551513,District Panel Polling,400,lv,nonpartisan,mixed,92.0,8.0,US-HOUSE-CA-29-2018,US-HOUSE-CA-29-2018-D,US-HOUSE-CA-29-2018-R,DEM,0.9191,0.0809,0.92
2018,CA,California,CA-30,2018-11-06,2012_2020,21.89,False,DEM nominee CA-30 2018,REP nominee CA-30 2018,True,False,0.7717,0.2283,338038,545634,0.8176,0.1824,264815,DEM,21.89,4.0,0.1,9.5,1.5255,0.55,475789,District Panel Polling,400,lv,nonpartisan,mixed,82.08,17.92,US-HOUSE-CA-30-2018,US-HOUSE-CA-30-2018-D,US-HOUSE-CA-30-2018-R,DEM,0.7717,0.2283,0.8208
2018,CA,California,CA-31,2018-11-06,2012_2020,41.02,False,DEM nominee CA-31 2018,REP nominee CA-31 2018,True,False,0.92,0.08,394899,318045,0.92,0.08,302769,DEM,41.02,4.0,0.1,9.5,1.7379,0.55,532014,District Panel Polling,400,lv,nonpartisan,mixed,92.0,8.0,US-HOUSE-CA-31-2018,US-HOUSE-CA-31-2018-D,US-HOUSE-CA-31-2018-R,DEM,0.92,0.08,0.92
2018,CA,California,CA-32,2018-11-06,2012_2020,8.69,False,DEM nominee CA-32 2018,REP nominee CA-32 2018,True,False,0.599,0.401,511198,492133,0.6887,0.3113,248937,DEM,8.69,4.0,0.1,9.5,0.0002,0.55,472654,District Panel Polling,400,lv,nonpartisan,mixed,70.93,29.07,US-HOUSE-CA-32-2018,US-HOUSE-CA-32-2018-D,US-HOUSE-CA-32-2018-R,DEM,0.599,0.401,0.7093
2018,CA,California,CA-33,2018-11-06,2012_2020,4.73,False,DEM nominee CA-33 2018,REP nominee CA-33 2018,True,False,0.5889,0.4111,541164,692479,0.6339,0.3661,295822,DEM,4.73,4.0,0.1,9.5,1.6448,0.55,562802,District Panel Polling,400,lv,nonpartisan,mixed,61.36,38.64,US-HOUSE-CA-33-2018,US-HOUSE-CA-33-2018-D,US-HOUSE-CA-33-2018-R,DEM,0.5889,0.4111,0.6136
2018,CA,California,CA-34,2018-11-06,2012_2020,3.35,False,DEM nominee CA-34 2018,REP nominee CA-34 2018,True,False,0.5611,0.4389,372228,218067,0.653,0.347,306935,DEM,3.35,4.0,0.1,9.5,0.2415,0.55,546932,District Panel Polling,400,lv,nonpartisan,mixed,63.63,36.37,US-HOUSE-CA-34-2018,US-HOUSE-CA-34-2018-D,US-HOUSE-CA-34-2018-R,DEM,0.5611,0.4389,0.6363
2018,CA,California,CA-35,2018-11-06,2012_2020,15.81,False,DEM nominee CA-35 2018,REP nominee CA-35 2018,True,False,0.6568,0.3432,449058,681610,0.7996,0.2004,334405,DEM,15.81,4.0,0.1,9.5,-1.2388,0.55,611570,District Panel Polling,400,lv,nonpartisan,mixed,76.77,23.23,US-HOUSE-CA-35-2018,US-HOUSE-CA-35-2018-D,US-HOUSE-CA-35-2018-R,DEM,0.6568,0.3432,0.7677
2018,CA,California,CA-36,2018-11-06,2012_2020,29.95,False,DEM nominee CA-36 2018,REP nominee CA-36 2018,True,False,0.8012,0.1988,181083,624600,0.92,0.08,319527,DEM,29.95,4.0,0.1,9.5,1.5748,0.55,588771,District Panel Polling,400,lv,nonpartisan,mixed,92.0,8.0,US-HOUSE-CA-36-2018,US-HOUSE-CA-36-2018-D,US-HOUSE-CA-36-2018-R,DEM,0.8012,0.1988,0.92
2018,CA,California,CA-37,2018-11-06,2012_2020,6.43,False,DEM nominee CA-37 2018,REP nominee CA-37 2018,True,False,0.5005,0.4995,209054,322942,0.7045,0.2955,340301,DEM,6.43,4.0,0.1,9.5,0.0868,0.55,610833,District Panel Polling,400,lv,nonpartisan,mixed,70.72,29.28,US-HOUSE-CA-37-2018,US-HOUSE-CA-37-2018-D,US-HOUSE-CA-37-2018-R,DEM,0.5005,0.4995,0.7072
2018,CA,California,CA-38,2018-11-06,2012_2020,42.02,False,DEM nominee CA-38 2018,REP nominee CA-38 2018,True,False,0.9187,0.0813,220810,228883,0.92,0.08,326347,DEM,42.02,4.0,0.1,9.5,-0.9561,0.55,628294,District Panel Polling,400,lv,nonpartisan,mixed,92.0,8.0,US-HOUSE-CA-38-2018,US-HOUSE-CA-38-2018-D,US-HOUSE-CA-38-2018-R,DEM,0.9187,0.0813,0.92
2018,CA,California,CA-39,2018-11-06,2012_2020,34.9,False,DEM nominee CA-39 2018,REP nominee CA-39 2018,True,False,0.8813,0.1187,151983,727609,0.92,0.08,367012,DEM,34.9,4.0,0.1,9.5,-1.8993,0.55,631554,District Panel Polling,400,lv,nonpartisan,mixed,90.28,9.72,US-HOUSE-CA-39-2018,US-HOUSE-CA-39-2018-D,US-HOUSE-CA-39-2018-R,DEM,0.8813,0.1187,0.9028
2018,CA,California,CA-40,2018-11-06,2012_2020,28.61,False,DEM nominee CA-40 2018,REP nominee CA-40 2018,True,False,0.8455,0.1545,178691,562984,0.9047,0.0953,254394,DEM,28.61,4.0,0.1,9.5,1.521,0.55,495516,District Panel Polling,400,lv,nonpartisan,mixed,88.61,11.39,US-HOUSE-CA-40-2018,US-HOUSE-CA-40-2018-D,US-HOUSE-CA-40-2018-R,DEM,0.8455,0.1545,0.8861
2018,CA,California,CA-41,2018-11-06,2012_2020,-5.32,True,DEM nominee CA-41 2018,REP nominee CA-41 2018,False,True,0.3851,0.6149,1752282,1918105,0.5162,0.4838,353025,DEM,-5.32,4.0,0.1,9.5,-1.0004,0.55,599099,District Panel Polling,600,lv,nonpartisan,mixed,50.43,49.57,US-HOUSE-CA-41-2018,US-HOUSE-CA-41-2018-D,US-HOUSE-CA-41-2018-R,REP,0.3851,0.6149,0.5043
2018,CA,California,CA-42,2018-11-06,2012_2020,2.67,False,DEM nominee CA-42 2018,REP nominee CA-42 2018,True,False,0.5412,0.4588,300347,440830,0.6572,0.3428,333639,DEM,2.67,4.0,0.1,9.5,-0.4046,0.55,626305,District Panel Polling,400,lv,nonpartisan,mixed,67.24,32.76,US-HOUSE-CA-42-2018,US-HOUSE-CA-42-2018-D,US-HOUSE-CA-42-2018-R,DEM,0.5412,0.4588,0.6724
2018,CA,California,CA-43,2018-11-06,2012_2020,32.48,False,DEM nominee CA-43 2018,REP nominee CA-43 2018,True,False,0.8806,0.1194,249166,544890,0.92,0.08,316498,DEM,32.48,4.0,0.1,9.5,1.8553,0.55,556854,District Panel Polling,400,lv,nonpartisan,mixed,92.0,8.0,US-HOUSE-CA-43-2018,US-HOUSE-CA-43-2018-D,US-HOUSE-CA-43-2018-R,DEM,0.8806,0.1194,0.92
2018,CA,California,CA-44,2018-11-06,2012_2020,30.04,False,DEM nominee CA-44 2018,REP nominee CA-44 2018,True,False,0.8263,0.1737,377536,611636,0.9156,0.0844,270744,DEM,30.04,4.0,0.1,9.5,1.6677,0.55,522479,District Panel Polling,400,lv,nonpartisan,mixed,91.18,8.82,US-HOUSE-CA-44-2018,US-HOUSE-CA-44-2018-D,US-HOUSE-CA-44-2018-R,DEM,0.8263,0.1737,0.9118
2018,CA,California,CA-45,2018-11-06,2012_2020,37.76,False,DEM nominee CA-45 2018,REP nominee CA-45 2018,True,False,0.8764,0.1236,381186,225860,0.92,0.08,283816,DEM,37.76,4.0,0.1,9.5,1.0588,0.55,506891,District Panel Polling,400,lv,nonpartisan,mixed,92.0,8.0,US-HOUSE-CA-45-2018,US-HOUSE-CA-45-2018-D,US-HOUSE-CA-45-2018-R,DEM,0.8764,0.1236,0.92
2018,CA,California,CA-46,2018-11-06,2012_2020,5.71,False,DEM nominee CA-46 2018,REP nominee CA-46 2018,True,False,0.5821,0.4179,671899,509590,0.6866,0.3134,309160,DEM,5.71,4.0,0.1,9.5,0.6078,0.55,611328,District Panel Polling,400,lv,nonpartisan,mixed,71.38,28.62,US-HOUSE-CA-46-2018,US-HOUSE-CA-46-2018-D,US-HOUSE-CA-46-2018-R,DEM,0.5821,0.4179,0.7138
2018,CA,California,CA-47,2018-11-06,2012_2020,42.0,False,DEM nominee CA-47 2018,REP nominee CA-47 2018,True,False,0.92,0.08,170622,713138,0.92,0.08,300569,DEM,42.0,4.0,0.1,9.5,0.5437,0.55,528389,District Panel Polling,400,lv,nonpartisan,mixed,91.58,8.42,US-HOUSE-CA-47-2018,US-HOUSE-CA-47-2018-D,US-HOUSE-CA-47-2018-R,DEM,0.92,0.08,0.9158
2018,CA,California,CA-48,2018-11-06,2012_2020,-3.87,True,DEM nominee CA-48 2018,REP nominee CA-48 2018,False,True,0.3786,0.6214,1395307,984412,0.4827,0.5173,275922,REP,-3.87,4.0,0.1,9.5,1.6233,0.55,545765,District Panel Polling,600,lv,nonpartisan,mixed,50.17,49.83,US-HOUSE-CA-48-2018,US-HOUSE-CA-48-2018-D,US-HOUSE-CA-48-2018-R,REP,0.3786,0.6214,0.5017
2018,CA,California,CA-49,2018-11-06,2012_2020,10.21,False,DEM nominee CA-49 2018,REP nominee CA-49 2018,True,False,0.6589,0.3411,333630,559316,0.7416,0.2584,302790,DEM,10.21,4.0,0.1,9.5,-0.1795,0.55,594403,District Panel Polling,400,lv,nonpartisan,mixed,72.68,27.32,US-HOUSE-CA-49-2018,US-HOUSE-CA-49-2018-D,US-HOUSE-CA-49-2018-R,DEM,0.6589,0.3411,0.7268
2018,CA,California,CA-50,2018-11-06,2012_2020,2.42,False,DEM nominee CA-50 2018,REP nominee CA-50 2018,True,False,0.4676,0.5324,567117,716493,0.6472,0.3528,294512,DEM,2.42,4.0,0.1,9.5,1.5937,0.55,524377,District Panel Polling,400,lv,nonpartisan,mixed,62.77,37.23,US-HOUSE-CA-50-2018,US-HOUSE-CA-50-2018-D,US-HOUSE-CA-50-2018-R,DEM,0.4676,0.5324,0.6277
2018,CA,California,CA-51,2018-11-06,2012_2020,44.57,False,DEM nominee CA-51 2018,REP nominee CA-51 2018,True,False,0.92,0.08,463156,533179,0.92,0.08,314826,DEM,44.57,4.0,0.1,9.5,-1.3498,0.55,601881,District Panel Polling,400,lv,nonpartisan,mixed,92.0,8.0,US-HOUSE-CA-51-2018,US-HOUSE-CA-51-2018-D,US-HOUSE-CA-51-2018-R,DEM,0.92,0.08,0.92
2018,CA,California,CA-52,2018-11-06,2012_2020,-2.84,True,DEM nominee CA-52 2018,REP nominee CA-52 2018,False,True,0.4176,0.5824,1476695,958824,0.507,0.493,274600,DEM,-2.84,4.0,0.1,9.5,1.8454,0.55,472320,District Panel Polling,600,lv,nonpartisan,mixed,48.55,51.45,US-HOUSE-CA-52-2018,US-HOUSE-CA-52-2018-D,US-HOUSE-CA-52-2018-R,REP,0.4176,0.5824,0.4855
2018,CO,Colorado,CO-01,2018-11-06,2012_2020,27.57,False,DEM nominee CO-01 2018,REP nominee CO-01 2018,True,False,0.7814,0.2186,495009,315213,0.8705,0.1295,348941,DEM,27.57,4.0,0.1,9.5,-0.7511,0.55,582314,District Panel Polling,400,lv,nonpartisan,mixed,85.91,14.09,US-HOUSE-CO-01-2018,US-HOUSE-CO-01-2018-D,US-HOUSE-CO-01-2018-R,DEM,0.7814,0.2186,0.8591
2018,CO,Colorado,CO-02,2018-11-06,2012_2020,-6.32,True,DEM nominee CO-02 2018,REP nominee CO-02 2018,False,True,0.4924,0.5076,1127685,2279616,0.5113,0.4887,274302,DEM,-6.32,4.0,0.1,9.5,-1.7145,0.55,536192,District Panel Polling,600,lv,nonpartisan,mixed,54.04,45.96,US-HOUSE-CO-02-2018,US-HOUSE-CO-02-2018-D,US-HOUSE-CO-02-2018-R,REP,0.4924,0.5076,0.5404
2018,CO,Colorado,CO-03,2018-11-06,2012_2020,9.26,False,DEM nominee CO-03 2018,REP nominee CO-03 2018,True,False,0.6409,0.3591,470733,493737,0.7253,0.2747,288129,DEM,9.26,4.0,0.1,9.5,0.959,0.55,552105,District Panel Polling,400,lv,nonpartisan,mixed,71.77,28.23,US-HOUSE-CO-03-2018,US-HOUSE-CO-03-2018-D,US-HOUSE-CO-03-2018-R,DEM,0.6409,0.3591,0.7177
2018,CO,Colorado,CO-04,2018-11-06,2012_2020,-21.88,False,DEM nominee CO-04 2018,REP nominee CO-04 2018,False,True,0.2166,0.7834,368205,711047,0.3588,0.6412,321277,REP,-21.88,4.0,0.1,9.5,0.08,0.55,591819,District Panel Polling,400,lv,nonpartisan,mixed,35.39,64.61,US-HOUSE-CO-04-2018,US-HOUSE-CO-04-2018-D,US-HOUSE-CO-04-2018-R,REP,0.2166,0.7834,0.3539
2018,CO,Colorado,CO-05,2018-11-06,2012_2020,11.64,False,DEM nominee CO-05 2018,REP nominee CO-05 2018,True,False,0.6265,0.3735,273783,203880,0.7569,0.2431,319593,DEM,11.64,4.0,0.1,9.5,0.9861,0.55,548477,District Panel Polling,400,lv,nonpartisan,mixed,79.16,20.84,US-HOUSE-CO-05-2018,US-HOUSE-CO-05-2018-D,US-HOUSE-CO-05-2018-R,DEM,0.6265,0.3735,0.7916
2018,CO,Colorado,CO-06,2018-11-06,2012_2020,5.41,False,DEM nominee CO-06 2018,REP nominee CO-06 2018,True,False,0.5484,0.4516,378015,180611,0.6847,0.3153,326180,DEM,5.41,4.0,0.1,9.5,-0.1875,0.55,541957,District Panel Polling,400,lv,nonpartisan,mixed,68.91,31.09,US-HOUSE-CO-06-2018,US-HOUSE-CO-06-2018-D,US-HOUSE-CO-06-2018-R,DEM,0.5484,0.4516,0.6891
2018,CO,Colorado,CO-07,2018-11-06,2012_2020,-16.76,False,DEM nominee CO-07 2018,REP nominee CO-07 2018,False,True,0.3086,0.6914,721578,587870,0.3617,0.6383,264234,REP,-16.76,4.0,0.1,9.5,-0.0924,0.55,506677,District Panel Polling,400,lv,nonpartisan,mixed,38.02,61.98,US-HOUSE-CO-07-2018,US-HOUSE-CO-07-2018-D,US-HOUSE-CO-07-2018-R,REP,0.3086,0.6914,0.3802
2018,CO,Colorado,CO-08,2018-11-06,2012_2020,14.92,False,DEM nominee CO-08 2018,REP nominee CO-08 2018,True,False,0.6728,0.3272,234401,229328,0.7806,0.2194,330636,DEM,14.92,4.0,0.1,9.5,0.1123,0.55,585878,District Panel Polling,400,lv,nonpartisan,mixed,77.51,22.49,US-HOUSE-CO-08-2018,US-HOUSE-CO-08-2018-D,US-HOUSE-CO-08-2018-R,DEM,0.6728,0.3272,0.7751
2018,CT,Connecticut,CT-01,2018-11-06,2012_2020,16.04,False,DEM nominee CT-01 2018,REP nominee CT-01 2018,True,False,0.7072,0.2928,500493,171307,0.8301,0.1699,312522,DEM,16.04,4.0,0.1,9.5,0.483,0.55,612224,District Panel Polling,400,lv,nonpartisan,mixed,81.4,18.6,US-HOUSE-CT-01-2018,US-HOUSE-CT-01-2018-D,US-HOUSE-CT-01-2018-R,DEM,0.7072,0.2928,0.814
